rumor	707332312724283392
rumor	524940659778920448
non-rumor	692374052082708480
rumor	516539137646542848
rumor	707300612862566400
rumor	563117355254161408
non-rumor	691809004356501505
rumor	553136604882014208
rumor	326137285450018817
rumor	516321020815228929
rumor	525024181218725888
rumor	351767344097398785
rumor	427652211414274048
rumor	524976980799000578
non-rumor	692528931459694592
rumor	553016500492439552
rumor	726043971911213057
rumor	519962130859429888
rumor	524211911668543488
non-rumor	688932211714818048
rumor	524976526891417600
rumor	531193369465470976
non-rumor	767068504277344260
rumor	524152657783820288
rumor	407176055657484289
rumor	543319210659971073
rumor	727172374999666688
non-rumor	693217698482933760
rumor	524923293711998976
rumor	531183173443801088
rumor	552457656666185728
rumor	407198615137181696
non-rumor	690252631822864384
rumor	580325090367315968
rumor	521727831307722753
rumor	489818014364086273
rumor	500288349924782080
non-rumor	693804630615166977
rumor	531607884220485632
rumor	489796088338341888
rumor	524941041301225472
rumor	728038172270198787
non-rumor	689555819059351552
rumor	544333764814323713
non-rumor	693729678306189313
non-rumor	693618217667928068
rumor	553579224402235393
rumor	524976106861236226
rumor	499530130487017472
rumor	407198255793987584
non-rumor	689208632148365314
rumor	532246457609244672
rumor	716451800581279744
rumor	549927969032916993
non-rumor	693481256735150082
rumor	714555825122107392
non-rumor	690954487322796032
rumor	560873850846846978
rumor	555072815154475008
rumor	514540926640087040
rumor	529857740059860992
rumor	489833932813516800
rumor	514508854990999553
rumor	550279538278543360
rumor	524998384357486592
rumor	543586319168196608
rumor	544306719686656000
rumor	559863517151784960
non-rumor	690567125128351744
non-rumor	692566765822435328
rumor	524185876931162112
rumor	532199717594497024
rumor	553467311261503488
non-rumor	692134022839955456
non-rumor	693696168908423168
non-rumor	687786822475366401
rumor	568589712644026368
non-rumor	686527768327274497
non-rumor	693284114724700160
rumor	553470492565602305
non-rumor	691986377584549888
rumor	524993533212897281
non-rumor	699252269414354944
rumor	528562608463704064
rumor	539115704285270017
rumor	528357165677817856
rumor	560207034545889281
rumor	407185422523977728
rumor	531531382611513344
rumor	504387128013246465
rumor	716457799392342018
rumor	407192370040803329
rumor	348209998565879810
rumor	504448356584677377
non-rumor	691656866972209152
rumor	521098692326350848
rumor	778572032531427332
non-rumor	693443289370882049
rumor	524168442841010176
