rumor	489812926828924928
rumor	724320681517670400
rumor	525077806401994754
rumor	365052155385749505
rumor	407209222850756608
non-rumor	691380138710306816
rumor	730939370765754368
non-rumor	678733118648524800
non-rumor	665317131597291520
non-rumor	693125234317086720
rumor	730516765525082112
rumor	547509900130021377
non-rumor	691632933170450435
rumor	714755546285477888
non-rumor	691351064868732928
non-rumor	693618217667928068
non-rumor	767154835993063425
rumor	536962520477470720
rumor	544306719686656000
rumor	513437031020916738
non-rumor	688441130271289350
rumor	500281094239817728
rumor	551106923601219585
rumor	532284428542681088
rumor	524944881941495809
non-rumor	692134721195786240
rumor	523863683928457216
non-rumor	693523133920342016
rumor	538412662858588160
rumor	504131150429061121
non-rumor	693594331735683072
rumor	489836441120145408
rumor	514395350615203841
rumor	358591089462099968
rumor	542860306603868160
rumor	407163869673443328
rumor	510286132568150016
rumor	524951893467234304
rumor	489802446001434625
rumor	500298752469770240
rumor	500377145349521411
rumor	500363126294863876
rumor	524979548195024898
rumor	701514249269542912
rumor	723772395211862016
rumor	536915851233202176
rumor	407223928084766721
non-rumor	767710245779103744
non-rumor	693204483501887488
rumor	516414874348298240
rumor	553016500492439552
rumor	501881262240694272
rumor	510922415468449792
non-rumor	692031514943582208
rumor	516345893139001346
rumor	523943647449198592
non-rumor	692892472729415680
non-rumor	693139276708585472
non-rumor	693622130735484929
rumor	524924619812511746
non-rumor	693492349142433792
non-rumor	693554344298467328
rumor	551128385850601472
non-rumor	693711272014155776
rumor	748558349139058688
non-rumor	688752484966363136
rumor	544512910538838016
rumor	780436430732525569
rumor	407253198395555840
rumor	514072132301910016
rumor	387353560356118528
rumor	531193369465470976
non-rumor	693082547664883712
rumor	516358319317852160
rumor	428366153149194240
rumor	352075672543428608
non-rumor	692463948076093440
rumor	524881688825167872
non-rumor	693912520923295745
non-rumor	675434959939756032
rumor	714531423273746432
rumor	697992796565741569
rumor	524927281048080385
rumor	555003887753494528
rumor	560414522758799361
non-rumor	692024256520179712
rumor	538129041539092480
non-rumor	693131575261659137
rumor	741995157969592321
non-rumor	692004901455556608
rumor	427944719612915712
rumor	751856580874960897
rumor	728273551883534336
non-rumor	693866093123915776
non-rumor	692818857187213313
rumor	407158558158254081
non-rumor	689694470779097088
rumor	500258409988763649
rumor	530017051025604609
non-rumor	687673284436082689
rumor	522321383716818944
rumor	536827853669941248
rumor	427762638274437120
non-rumor	691380348379201536
rumor	407290871856369664
non-rumor	689650617464311813
rumor	511330322831507456
non-rumor	692747901815119872
non-rumor	764620072228970496
rumor	568452856224747520
rumor	516682897864916992
non-rumor	693443289370882049
rumor	504267796424163328
rumor	533767270091087872
rumor	715255507506892800
non-rumor	691299810553384960
rumor	523545090099523584
rumor	731166399389962242
non-rumor	691564354567798784
rumor	757450526153900032
non-rumor	692451275930234880
rumor	407254590363426816
rumor	489874311143260160
rumor	524937542131793920
non-rumor	765934198297362432
rumor	723521076446142465
rumor	538408710084001793
rumor	652982112870662144
rumor	519929168864497664
non-rumor	690915657106526208
rumor	701175292937707520
rumor	716092408920936448
rumor	510921017972514817
rumor	505369323922522113
non-rumor	693216311502073856
rumor	532255606623989760
rumor	556873675941896193
rumor	524987184836005889
non-rumor	767300637012951040
non-rumor	692190570140340229
non-rumor	693487871806689280
rumor	763896522790440960
non-rumor	688751183645782016
rumor	522782267215982592
rumor	568580363339091968
rumor	547807913671405568
rumor	524923293711998976
rumor	528237933661544448
rumor	553467311261503488
rumor	550175324634619904
rumor	553518472798683136
rumor	529857740059860992
rumor	531833153145823233
rumor	407192027714322432
rumor	490141776984825856
rumor	407173794583695360
rumor	531498841158082562
rumor	519112613800972288
rumor	553061846081896449
rumor	552112474913136641
non-rumor	764653644138450945
rumor	778572032531427332
rumor	524976980799000578
rumor	707305999971921920
rumor	524930365400821761
rumor	504433135036407808
rumor	566089610485579776
rumor	752965545528528898
rumor	532208816692416512
rumor	348204426659508226
rumor	514039286845698048
rumor	554343513887105024
rumor	407231740764508161
rumor	544523550519218176
non-rumor	693662456393134080
rumor	407156621450571777
rumor	407187197427593217
rumor	548672230134382592
rumor	501774251901198336
rumor	91728807081426944
rumor	531085761521528834
non-rumor	693122701569974273
rumor	506784541696991232
rumor	576829262927413248
non-rumor	693792605755285504
rumor	569908998717243392
non-rumor	693102023764492288
non-rumor	693631772639145984
rumor	504448356584677377
rumor	407181813174788096
rumor	519375764165509121
rumor	500327120770301952
non-rumor	692709993573789701
non-rumor	692336523090509824
rumor	716439952922312704
rumor	521663202183348224
non-rumor	693670046497935361
non-rumor	693769968199061504
rumor	387237225286479872
rumor	536558567206420480
rumor	524993533212897281
rumor	524946179390701568
non-rumor	692946556396244992
rumor	500389488217309184
rumor	535484342785830912
non-rumor	687617323235147776
rumor	755523157700648960
rumor	760109079133990912
rumor	536540403109879809
rumor	514062859987595264
rumor	536871550184869888
non-rumor	688814621034213376
rumor	535315394127728641
non-rumor	687766167558164481
rumor	407253554039386112
non-rumor	687630364936957952
rumor	728101712762834944
non-rumor	767528171520524288
rumor	727982226290442240
rumor	489974591985840128
rumor	500347114975944705
rumor	530943279161155584
rumor	357299879070023680
non-rumor	764158239089029120
non-rumor	690522824797196288
rumor	504830161993609216
rumor	531206167302012929
rumor	336873759271157760
rumor	576513463738109954
rumor	387041762331471872
rumor	407290084593913856
rumor	489970164469751808
rumor	517850508380618752
rumor	510906049549705216
non-rumor	688027085730897921
non-rumor	693807822971236353
rumor	707300612862566400
rumor	500319801344929795
rumor	507257950868885504
rumor	525024518713397249
rumor	504419526998360064
rumor	524211911668543488
rumor	501781217411215360
non-rumor	692290126282649601
rumor	532284831783460864
non-rumor	692440373449396224
rumor	520284654755381249
rumor	543443188934250496
rumor	533734824905670656
rumor	547158281005719552
rumor	650952376954650629
rumor	521444489697583104
non-rumor	692765809425408000
rumor	540333359793451008
rumor	436089462326849536
rumor	482880640560271361
rumor	553103772852191233
rumor	470025166760980483
non-rumor	692357775859564544
non-rumor	692031224227958789
non-rumor	688763099298529280
rumor	539115704285270017
rumor	580325090367315968
rumor	407267881131732992
rumor	351767344097398785
non-rumor	687639526282498049
non-rumor	688147918113538049
rumor	407193347279699968
rumor	503498696273965056
rumor	510916725953417218
non-rumor	693855615618322432
rumor	516729950091493376
rumor	523535962962280448
rumor	427652211414274048
non-rumor	691206970074738688
rumor	319166636902998016
rumor	552816020403269632
non-rumor	693830499047989248
rumor	365056836476481537
non-rumor	692528931459694592
rumor	562090534945431552
rumor	524961721744900097
non-rumor	688461902821855232
non-rumor	693116426824093696
rumor	551103664124100608
rumor	524928878075457536
rumor	489796088338341888
rumor	514100169307348992
rumor	524998384357486592
rumor	407213757048160256
non-rumor	651858133304782848
rumor	529088963420909569
non-rumor	767768054163996672
rumor	501785003144273921
non-rumor	765863022506151937
non-rumor	693239731031683072
rumor	504478567062056962
rumor	525134787778850818
rumor	521790189715615744
rumor	407205235682050048
non-rumor	689100941119848449
rumor	553538058440941568
rumor	498280126254428160
rumor	553470492565602305
rumor	407213772328022016
rumor	554688527435563008
rumor	717081129627553792
non-rumor	693512850539683842
rumor	574004164570841088
rumor	532203605236154368
rumor	495365942726381568
rumor	552146635707666433
rumor	707310135291416576
rumor	549920761423863808
rumor	529434230938284032
non-rumor	767823175480647681
rumor	706665777332621314
rumor	551135925862805504
rumor	557621135320178688
rumor	489829414704648192
non-rumor	688520025754304512
non-rumor	693560600471863296
rumor	756282236375277568
non-rumor	692023417575448576
rumor	407269894938718208
rumor	519530210795216896
rumor	500280422295937024
rumor	732971411157880832
non-rumor	693804630615166977
non-rumor	693686290408181760
rumor	533811170889568256
rumor	524950339074523137
rumor	716424773216022530
rumor	531568534066057217
rumor	663744139666804736
rumor	509464457836511232
non-rumor	684488313512800256
rumor	516423807394131968
rumor	552810448324943872
non-rumor	767482587879051265
rumor	742055437932040193
non-rumor	767355611277168642
rumor	560187970389819392
rumor	407182466613792768
rumor	489818014364086273
rumor	524176293450223616
rumor	506118402466152449
rumor	742114513726623744
rumor	518665533089406976
non-rumor	693118410444636161
rumor	554722567224049664
non-rumor	692099058811453440
rumor	728625967921401856
rumor	521770744855134208
rumor	531973383198887936
non-rumor	692510002586714113
non-rumor	689103487880310785
rumor	521788572933062657
rumor	527131140721623040
non-rumor	688281442162352128
non-rumor	693658242044542976
non-rumor	692854695262445568
rumor	531833233143783424
rumor	519868410599993344
non-rumor	693198912660885505
rumor	407206094747209728
non-rumor	766638613320859648
rumor	545271117355958272
rumor	531606992788287489
rumor	534678919656775680
non-rumor	693136527816331264
rumor	514308277803294721
rumor	651786568592658433
rumor	538346377794031618
rumor	356437941641416705
rumor	504131654810877952
rumor	387281927427727360
non-rumor	692736398462300162
rumor	547525843749470208
non-rumor	693107789007339521
rumor	489820657291911168
non-rumor	767737100347191297
non-rumor	767068504277344260
rumor	553544252563935234
rumor	507261372313640961
rumor	407159686786732032
rumor	521496155310796800
rumor	524929796862918656
non-rumor	692423131726749697
rumor	757367391202471937
non-rumor	691976624665919488
rumor	650254360727973889
non-rumor	692924229017309184
rumor	552568163431247873
rumor	554958414905094144
rumor	778299287293816832
non-rumor	683158807959089152
rumor	519078654635409410
rumor	544287209730236416
non-rumor	765141361033109504
non-rumor	689529955294777344
rumor	356407105953071107
non-rumor	693605375803813889
rumor	516636338679197697
rumor	560133068670140417
rumor	544698560655400961
rumor	500303431928922113
