3918236011287961	0
3566276356194468	1
3918873953253015	0
3574613797373183	1
3484429249048172	1
8305840245	1
3568065779906912	1
3599222416711344	1
3909106341762751	0
3560965905636500	1
3919221362480458	0
3576042239113712	1
3510821218727992	1
3556525094196431	1
3592256290717677	1
3571814817013398	1
3685971771544423	0
3911616783348076	0
3529202210905711	1
3910908742787831	0
3911204638223309	0
3911659771065069	0
3478863390881124	1
3915226032152363	0
3910936102182890	0
3553961631599530	1
3520673399481405	1
3911699684260756	0
3907721235985362	0
3491549667144074	1
3466393016510094	0
3601383015816200	1
3911192512703574	0
3907917482478864	0
3567719330485736	1
12124710868	1
3505293494965288	1
3527867209657926	1
3911554048838228	0
3918152922072311	0
3915337021732988	0
3907945848711531	0
3909721603968906	0
3536932275626915	1
3587429853952237	0
3603166249390886	1
3515523134837511	1
3912024566091491	0
3503985849777083	1
3516393737842829	1
3559094051069362	1
3909216068642643	0
3500808966857156	0
3911941145413779	0
3551792254052062	1
3908415799309204	0
3662387414965319	1
3501836730245140	1
3620044515066642	0
3908984555495636	0
3475292175812467	1
3575785065272785	1
3912130270960109	0
3914456541043605	0
3917846436132346	0
3564414521502106	1
3907765296170120	0
3467477021043106	0
3910304238716058	0
3911920471958570	0
3912122721066568	0
3914502757713218	0
3910941173183294	0
3578305611262059	1
3558681310591060	1
3911312172020466	0
3539492730542759	1
9336971611	0
3620326275349008	1
3582116426197411	1
3834082523738620	0
6707065365	1
3907679006774167	0
3921759314846119	0
3586603458858758	1
3524005681870859	0
3918187756359775	0
3911752532497714	0
3908355548584903	0
3907194892717485	0
3516380156720562	1
3919179549635791	0
3598092597450616	1
3911964176727209	0
3551837967798237	1
3911950112822479	0
3907909890768546	0
3911181422582506	0
3584147475788190	1
3670047614500873	0
3911647087746267	0
3460892992058399	1
3582359099790087	1
3918898761866343	0
3567836464741313	1
3911589838942874	0
8732913535	0
3911720890071487	0
3666780188565758	0
7037124023	1
3914984071211914	0
3921718789797345	0
3512001798299989	1
3569865371580982	1
3921549256229480	0
3511106943375346	1
3911544410570412	0
3911345646631001	0
3912426724197437	0
3469223404153052	1
3909146518716717	0
3585553637175264	1
3919256049159866	0
3687377647760855	1
3911916613437351	0
3911556490266405	0
3549399257399515	1
3603362655796653	1
3908374321781246	0
3833707313554886	0
3510816303317584	1
3460068303693358	1
3660535071939322	1
3453876256653682	1
3919227050195585	0
3569424609073241	1
12695585126	0
3911526291081357	0
3911973298992642	0
3569094618313881	1
3908081874081881	0
3912421200574630	0
3922141864740661	0
3567853409845430	1
3598828055639876	1
3912386962372289	0
4981606729	1
3918246388165024	0
3911258665269454	0
3511107626565991	1
3909978840125858	0
3516596515554070	1
3439074688233106	1
3918215366848522	0
3521102879439862	1
3910665619845049	0
3580088047950909	1
3626047238603102	0
3921383585164810	0
3563796012530136	1
3570233467478195	1
3918542666168297	0
3520696271010663	1
3505168446637010	0
3909933143273116	0
3919189419343044	0
3543137035145163	1
3909864088209357	0
3600475796754463	0
3914979276803914	0
3549661786706779	1
3684128371509575	1
3505753517822653	1
3541432742624818	1
3617335363866285	0
3915292625272558	0
3918855807822739	0
3911598336670443	0
3537595357702442	1
3676825718607271	1
3460008874729757	1
3523879978614833	1
3686031016722029	1
3907943214755343	0
3539490741912632	1
3911241896088688	0
3498148767247403	1
3565323066309899	0
3911601784234729	0
3912017024527181	0
3918577750960623	0
3918152213254937	0
3534899925192369	1
3487165072180570	0
3482634359698716	1
3912120246769854	0
3541908481526544	1
3492701478000644	1
3912342033185867	0
3910918125246735	0
3911218051836407	0
3569431202958037	1
3915259393782169	0
3834103634185364	0
8336201314	0
3570390821048068	0
