rumor	553586860334010368
rumor	723915846985342976
rumor	544352727971954690
rumor	656811196218286080
rumor	544358533819420672
rumor	632377165477191680
rumor	655080266784968705
rumor	661870323034431489
rumor	623599854661541888
rumor	544380742076088320
rumor	717081129627553792
rumor	643225207705075716
rumor	663515735231062016
rumor	757367391202471937
rumor	614605997953404929
rumor	716424773216022530
rumor	727187859367546880
rumor	727854332188577792
rumor	553558982476828674
rumor	552834961762709505
rumor	660466342038867969
rumor	615494435074363392
rumor	723772395211862016
rumor	544278335455776769
rumor	640967537178472448
rumor	626897206717624320
rumor	676718762830221312
rumor	712223438698627073
rumor	615689290706595840
rumor	647169726158925824
rumor	716416753409081344
rumor	651402689352351744
rumor	668872645589471232
rumor	615346611955183616
rumor	723511860516016128
rumor	659462980476637184
rumor	553534838880608256
rumor	673079581520318464
rumor	749286768554438658
rumor	620367840902782976
rumor	716092408920936448
rumor	672632899921833984
rumor	656955120626880512
rumor	756690088533393409
rumor	656818921979310081
rumor	701175292937707520
rumor	544319832486064128
rumor	765739657908850688
rumor	674187250792558592
rumor	544511199702822913
rumor	716457799392342018
rumor	544513524438155264
rumor	524947674164760577
rumor	553544694765215745
rumor	648993731169939456
rumor	780436430732525569
rumor	775672628493357057
rumor	668849913678209024
rumor	659439879701602304
rumor	544512676643500033
rumor	626898253900943360
rumor	727982226290442240
rumor	544512664769396736
rumor	641191076716417025
rumor	675065047710892033
rumor	662381914842603520
rumor	652982112870662144
rumor	732971411157880832
rumor	614790312955904000
rumor	716439952922312704
rumor	725070832494624769
rumor	653432177632387072
rumor	723477822950395904
rumor	552805488631758849
rumor	544291804057960448
rumor	652783670370115585
rumor	614620298877513729
rumor	706665777332621314
rumor	634404792241143809
rumor	740791134146965504
rumor	663817239896821760
rumor	614891047886434304
rumor	640107106943766528
rumor	613362193787129860
rumor	614593386188828672
rumor	661229627734667264
rumor	634943791934406657
rumor	701539698452393986
rumor	714531423273746432
rumor	525019752507658240
rumor	654336219447472128
rumor	627828211003469825
rumor	641430951403343872
rumor	724939017410727938
rumor	675005503160901632
rumor	673615400655970304
rumor	763738618573623297
rumor	613425834301485056
rumor	644229386149888001
rumor	524925050739490816
rumor	620916279608651776
rumor	613194145423826944
rumor	642465192408940544
rumor	618192748735299584
rumor	614638036593299456
rumor	631388553801564160
rumor	637868242560638980
rumor	666640008149925893
rumor	705092738224525312
